price:68.0|title:托德尔莫慕斯卡甜高泡葡萄酒|sezhe:酒精度7.0%|crumb:选酒中心＞起泡酒＞甜起泡酒＞托德尔莫慕斯卡甜高泡葡萄酒
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞（国内送货）班卡塔纳城堡干红葡萄酒2015期酒|price:也买价:1618.0|title:（国内送货）班卡塔纳城堡干红葡萄酒2015期酒
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞豪酒汇（国内送货）艾格利斯酒庄干红葡萄酒2015期酒整箱（12瓶）|price:也买价:24216.0|title:豪酒汇（国内送货）艾格利斯酒庄干红葡萄酒2015期酒整箱（12瓶）
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞（国内送货）迪仙城堡干红葡萄酒2015期酒整箱（12瓶）|price:也买价:17496.0|title:（国内送货）迪仙城堡干红葡萄酒2015期酒整箱（12瓶）
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞歌唯城堡干红葡萄酒2015期酒整箱（12瓶）（香港提货价，含国际运费）|price:汇率HK$1:0.8[一键换算HK$]也买价:10176.0HK$12720.0|title:歌唯城堡干红葡萄酒2015期酒整箱（12瓶）（香港提货价，含国际运费）
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞（国内送货）碧尚男爵堡干红葡萄酒2015期酒整箱（12瓶）|price:也买价:40056.0|title:（国内送货）碧尚男爵堡干红葡萄酒2015期酒整箱（12瓶）
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞（国内送货）歌唯城堡干红葡萄酒2015期酒整箱（12瓶）|price:也买价:15096.0|title:（国内送货）歌唯城堡干红葡萄酒2015期酒整箱（12瓶）
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞豪酒汇靓次伯城堡干红葡萄酒2015期酒整箱（12瓶）（香港提货价，含国际运费）|price:汇率HK$1:0.8[一键换算HK$]也买价:23856.0HK$29820.0|title:豪酒汇靓次伯城堡干红葡萄酒2015期酒整箱（12瓶）（香港提货价，含国际运费）
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞豪酒汇（国内送货）迪仙城堡干红葡萄酒2015期酒|price:也买价:1458.0|title:豪酒汇（国内送货）迪仙城堡干红葡萄酒2015期酒
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞迪仙城堡干红葡萄酒2015期酒整箱（12瓶）（香港提货价，含国际运费）|price:汇率HK$1:0.8[一键换算HK$]也买价:11856.0HK$14820.0|title:迪仙城堡干红葡萄酒2015期酒整箱（12瓶）（香港提货价，含国际运费）
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞豪酒汇（国内送货）迪仙城堡干红葡萄酒2015期酒整箱（12瓶）|price:也买价:17496.0|title:豪酒汇（国内送货）迪仙城堡干红葡萄酒2015期酒整箱（12瓶）
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞（国内送货）靓次伯城堡干红葡萄酒整箱（12瓶）|price:也买价:35856.0|title:（国内送货）靓次伯城堡干红葡萄酒整箱（12瓶）
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞（国内送货）班卡塔纳城堡干红葡萄酒2015期酒整箱（12瓶）|price:也买价:19416.0|title:（国内送货）班卡塔纳城堡干红葡萄酒2015期酒整箱（12瓶）
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞豪酒汇（国内送货）班卡塔纳城堡干红葡萄酒2015期酒整箱（12瓶）|price:也买价:19416.0|title:豪酒汇（国内送货）班卡塔纳城堡干红葡萄酒2015期酒整箱（12瓶）
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞豪酒汇班卡塔纳城堡干红葡萄酒2015期酒整箱（12瓶）（香港提货价，含国际运费）|price:汇率HK$1:0.8[一键换算HK$]也买价:13176.0HK$16470.0|title:豪酒汇班卡塔纳城堡干红葡萄酒2015期酒整箱（12瓶）（香港提货价，含国际运费）
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞碧尚男爵堡干红葡萄酒2015期酒整箱（12瓶）（香港提货价，含国际运费）|price:汇率HK$1:0.8[一键换算HK$]也买价:27096.0HK$33870.0|title:碧尚男爵堡干红葡萄酒2015期酒整箱（12瓶）（香港提货价，含国际运费）
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞豪酒汇（国内送货）艾格利斯酒庄干红葡萄酒2015期酒|price:也买价:2018.0|title:豪酒汇（国内送货）艾格利斯酒庄干红葡萄酒2015期酒
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞豪酒汇（国内送货）爱士图尔干红葡萄酒2015期酒|price:也买价:4198.0|title:豪酒汇（国内送货）爱士图尔干红葡萄酒2015期酒
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞（国内送货）爱士图尔干红葡萄酒2015期酒|price:也买价:4198.0|title:（国内送货）爱士图尔干红葡萄酒2015期酒
sezhe:|crumb:选酒中心＞其他＞豪酒汇（国内送货）瓦朗德鲁城堡干红葡萄酒整箱（12瓶）|price:也买价:44256.0|title:豪酒汇（国内送货）瓦朗德鲁城堡干红葡萄酒整箱（12瓶）
sezhe:|crumb:选酒中心＞其他＞（国内送货）瓦朗德鲁城堡干红葡萄酒整箱（12瓶）|price:也买价:44256.0|title:（国内送货）瓦朗德鲁城堡干红葡萄酒整箱（12瓶）
sezhe:酒精度14%|crumb:选酒中心＞红葡萄酒＞干红＞碧桃丝金碧红葡萄酒|price:也买价:680.0|title:碧桃丝金碧红葡萄酒
sezhe:|crumb:选酒中心＞其他＞力士金城堡干红葡萄酒2015期酒整箱（12瓶）（香港提货价，含国际运费）|price:汇率HK$1:0.8[一键换算HK$]也买价:15456.0HK$19320.0|title:力士金城堡干红葡萄酒2015期酒整箱（12瓶）（香港提货价，含国际运费）
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞豪酒汇（国内送货）巴顿城堡干红葡萄酒2015期酒|price:也买价:1938.0|title:豪酒汇（国内送货）巴顿城堡干红葡萄酒2015期酒
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞豪酒汇（国内送货）都夏美隆城堡干红葡萄酒2015期酒|price:也买价:1788.0|title:豪酒汇（国内送货）都夏美隆城堡干红葡萄酒2015期酒
sezhe:|crumb:选酒中心＞其他＞豪酒汇都夏美隆城堡干红葡萄酒2015期酒整箱（12瓶）（香港提货价，含国际运费）|price:汇率HK$1:0.8[一键换算HK$]也买价:14256.0HK$17820.0|title:豪酒汇都夏美隆城堡干红葡萄酒2015期酒整箱（12瓶）（香港提货价，含国际运费）
sezhe:酒精度13.0%|crumb:选酒中心＞红葡萄酒＞干红＞布奈特级园伏旧园干红葡萄酒2011（丝绸标）|price:也买价:1688.0|title:布奈特级园伏旧园干红葡萄酒2011（丝绸标）
sezhe:|crumb:选酒中心＞其他＞瓦朗德鲁城堡干红葡萄酒2015期酒整箱（12瓶）（香港提货价，含国际运费）|price:汇率HK$1:0.8[一键换算HK$]也买价:29976.0HK$37470.0|title:瓦朗德鲁城堡干红葡萄酒2015期酒整箱（12瓶）（香港提货价，含国际运费）
sezhe:|crumb:选酒中心＞其他＞（国内送货）力士金城堡干红葡萄酒整箱（12瓶）|price:也买价:22656.0|title:（国内送货）力士金城堡干红葡萄酒整箱（12瓶）
sezhe:酒精度10.50%|crumb:选酒中心＞其他＞2005红叶维代尔白冰酒375ml（送松木盒）|price:也买价:558.4|title:2005红叶维代尔白冰酒375ml（送松木盒）
sezhe:酒精度14.5%|crumb:选酒中心＞红葡萄酒＞干红＞名门赤霞珠红葡萄酒|price:也买价:880.0|title:名门赤霞珠红葡萄酒
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞豪酒汇（国内送货）巴顿城堡干红葡萄酒2015期酒整箱（12瓶）|price:也买价:23256.0|title:豪酒汇（国内送货）巴顿城堡干红葡萄酒2015期酒整箱（12瓶）
sezhe:酒精度12.5%|crumb:选酒中心＞其他＞雷司令之家格格日冕园晚熟干白+半干白品鉴2支装（送依娜特霞多丽234干白葡萄酒）|price:也买价:1693.0|title:雷司令之家格格日冕园晚熟干白+半干白品鉴2支装（送依娜特霞多丽234干白葡萄酒）
sezhe:酒精度0.0%|crumb:选酒中心＞其他＞凯蒂猫无醇果汁饮料6支整箱|price:459.0|title:凯蒂猫无醇果汁饮料6支整箱
sezhe:|crumb:选酒中心＞其他＞（国内送货）都夏美隆城堡干红葡萄酒整箱（12瓶）|price:也买价:21456.0|title:（国内送货）都夏美隆城堡干红葡萄酒整箱（12瓶）
sezhe:|crumb:选酒中心＞其他＞豪酒汇（国内送货）克里芒城堡贵腐葡萄酒整箱（12瓶）|price:也买价:21456.0|title:豪酒汇（国内送货）克里芒城堡贵腐葡萄酒整箱（12瓶）
sezhe:|crumb:选酒中心＞白葡萄酒＞贵腐酒＞豪酒汇（国内送货）克里芒隆城堡贵腐葡萄酒2015期酒|price:也买价:1788.0|title:豪酒汇（国内送货）克里芒隆城堡贵腐葡萄酒2015期酒
sezhe:|crumb:选酒中心＞其他＞豪酒汇（国内送货）力士金城堡干红葡萄酒整箱（12瓶）|price:也买价:22656.0|title:豪酒汇（国内送货）力士金城堡干红葡萄酒整箱（12瓶）
sezhe:|crumb:选酒中心＞其他＞豪酒汇（国内送货）都夏美隆城堡干红葡萄酒整箱（12瓶）|price:也买价:21456.0|title:豪酒汇（国内送货）都夏美隆城堡干红葡萄酒整箱（12瓶）
sezhe:|crumb:选酒中心＞其他＞都夏美隆城堡干红葡萄酒2015期酒整箱（12瓶）（香港提货价，含国际运费）|price:汇率HK$1:0.8[一键换算HK$]也买价:14256.0HK$17820.0|title:都夏美隆城堡干红葡萄酒2015期酒整箱（12瓶）（香港提货价，含国际运费）
sezhe:|crumb:选酒中心＞其他＞豪酒汇力士金城堡干红葡萄酒2015期酒整箱（12瓶）（香港提货价，含国际运费）|price:汇率HK$1:0.8[一键换算HK$]也买价:15456.0HK$19320.0|title:豪酒汇力士金城堡干红葡萄酒2015期酒整箱（12瓶）（香港提货价，含国际运费）
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞豪酒汇都夏美隆城堡干红葡萄酒2015期酒（香港提货价，含国际运费）|price:汇率HK$1:0.8[一键换算HK$]也买价:1188.0HK$1485.0|title:豪酒汇都夏美隆城堡干红葡萄酒2015期酒（香港提货价，含国际运费）
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞豪酒汇（国内送货）拉朗宝怡城堡干红葡萄酒2015期酒整箱（12瓶）|price:也买价:8376.0|title:豪酒汇（国内送货）拉朗宝怡城堡干红葡萄酒2015期酒整箱（12瓶）
sezhe:酒精度13.0%|crumb:选酒中心＞红葡萄酒＞干红＞布奈特级园依瑟索干红葡萄酒2013（丝绸标）|price:也买价:2188.0|title:布奈特级园依瑟索干红葡萄酒2013（丝绸标）
sezhe:|crumb:选酒中心＞其他＞（国内送货）克里芒城堡贵腐葡萄酒整箱（12瓶）|price:也买价:21456.0|title:（国内送货）克里芒城堡贵腐葡萄酒整箱（12瓶）
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞豪酒汇（国内送货）力士金城堡干红葡萄酒2015期酒|price:也买价:1888.0|title:豪酒汇（国内送货）力士金城堡干红葡萄酒2015期酒
sezhe:酒精度13.5%|crumb:选酒中心＞红葡萄酒＞干红＞安丽卡之星红葡萄酒|price:也买价:1150.0|title:安丽卡之星红葡萄酒
sezhe:酒精度14.0%|crumb:选酒中心＞其他＞贝尔莱WINE100两届大奖组合（珍藏+第三纪元）|price:也买价:1230.0|title:贝尔莱WINE100两届大奖组合（珍藏+第三纪元）
sezhe:酒精度13.5%|crumb:选酒中心＞其他＞干露红魔鬼梅洛红葡萄酒整箱|price:也买价:756.0|title:干露红魔鬼梅洛红葡萄酒整箱
sezhe:酒精度10.5%|crumb:选酒中心＞其他＞意大利弗莱斯凯罗葡萄酒(红)-6支装|price:299.0|title:意大利弗莱斯凯罗葡萄酒(红)-6支装
sezhe:酒精度13.50%|crumb:选酒中心＞红葡萄酒＞干红＞五色大陆特级珍藏赤霞珠干红葡萄酒-2支装|price:也买价:456.0|title:五色大陆特级珍藏赤霞珠干红葡萄酒-2支装
sezhe:酒精度14.0%|crumb:选酒中心＞其他＞美景湾珍藏梅洛红葡萄酒整箱|price:399.0|title:美景湾珍藏梅洛红葡萄酒整箱
sezhe:酒精度13.0%|crumb:选酒中心＞红葡萄酒＞干红＞吉睿经典赤霞珠双支礼袋装|price:119.0|title:吉睿经典赤霞珠双支礼袋装
sezhe:酒精度13.0%|crumb:选酒中心＞红葡萄酒＞干红＞吉睿经典赤霞珠红葡萄酒（又名：公羊红葡萄酒）6支装|price:288.0|title:吉睿经典赤霞珠红葡萄酒（又名：公羊红葡萄酒）6支装
sezhe:酒精度12.5%|crumb:选酒中心＞其他＞劳伦米格尔父子系列经典组合|price:369.0|title:劳伦米格尔父子系列经典组合
sezhe:酒精度12.0%|crumb:选酒中心＞其他＞巴黎之花香槟礼盒装|price:也买价:722.0|title:巴黎之花香槟礼盒装
sezhe:酒精度12.0%|crumb:选酒中心＞其他＞巴黎之花香槟（送双支酒杯）|price:也买价:764.0|title:巴黎之花香槟（送双支酒杯）
sezhe:酒精度13.5%|crumb:选酒中心＞其他＞贝马格雷波尔多干红葡萄酒【整箱6瓶装】|price:429.0|title:贝马格雷波尔多干红葡萄酒【整箱6瓶装】
sezhe:酒精度10.50%|crumb:选酒中心＞其他＞香贝莫斯卡托起泡葡萄酒小瓶-6支装|price:299.0|title:香贝莫斯卡托起泡葡萄酒小瓶-6支装
sezhe:酒精度12%|crumb:选酒中心＞其他＞蒙佩奇珍藏波尔多缤纷组合|price:248.0|title:蒙佩奇珍藏波尔多缤纷组合
sezhe:酒精度8.5%|crumb:选酒中心＞其他＞聚会畅享装|price:也买价:2208.0|title:聚会畅享装
sezhe:酒精度8.5%|crumb:选酒中心＞其他＞完美1+1|price:318.0|title:完美1+1
sezhe:酒精度14.5%|crumb:选酒中心＞其他＞美景湾家族珍藏赤霞珠红葡萄酒-双支装|price:也买价:456.0|title:美景湾家族珍藏赤霞珠红葡萄酒-双支装
sezhe:酒精度12.0%|crumb:选酒中心＞红葡萄酒＞干红＞十字圣塔干红葡萄酒整箱6支装|price:588.0|title:十字圣塔干红葡萄酒整箱6支装
sezhe:酒精度13.5%vol|crumb:选酒中心＞其他＞洛神甄藏梅洛干红葡萄酒-6支装|price:648.0|title:洛神甄藏梅洛干红葡萄酒-6支装
sezhe:酒精度13.5%vol|crumb:选酒中心＞其他＞洛神甄藏梅洛干红葡萄酒【直播专享】|price:也买价:191.8|title:洛神甄藏梅洛干红葡萄酒【直播专享】
sezhe:酒精度13.5%vol|crumb:选酒中心＞其他＞洛神甄藏梅洛干红单支礼盒|price:108.0|title:洛神甄藏梅洛干红单支礼盒
sezhe:酒精度13.0%|crumb:选酒中心＞其他＞巴黎范儿霞多丽白葡萄酒-六支装|price:350.0|title:巴黎范儿霞多丽白葡萄酒-六支装
sezhe:酒精度8.5%|crumb:选酒中心＞其他＞蓝先锋甜白葡萄酒-整箱6支装|price:588.0|title:蓝先锋甜白葡萄酒-整箱6支装
sezhe:酒精度12.5%|crumb:选酒中心＞其他＞得奖新宠两支装(瑟博+奥佩格）|price:也买价:386.0|title:得奖新宠两支装(瑟博+奥佩格）
sezhe:酒精度14.0%|crumb:选酒中心＞红葡萄酒＞干红＞拉菲巴斯克卡本妮干红葡萄酒双支礼盒装（烫金版）|price:239.0|title:拉菲巴斯克卡本妮干红葡萄酒双支礼盒装（烫金版）
sezhe:酒精度13.0%|crumb:选酒中心＞其他＞恋恋巴黎范儿|price:238.0|title:恋恋巴黎范儿
sezhe:酒精度11.5%|crumb:选酒中心＞其他＞默多克詹姆士几维长相思白葡萄酒2瓶礼盒装|price:也买价:435.0|title:默多克詹姆士几维长相思白葡萄酒2瓶礼盒装
sezhe:酒精度11.5%|crumb:选酒中心＞其他＞默多克詹姆士几维长相思白葡萄酒-6支装|price:359.0|title:默多克詹姆士几维长相思白葡萄酒-6支装
sezhe:酒精度11.5%|crumb:选酒中心＞其他＞默多克詹姆士几维长相思白葡萄酒【直播专享】|price:也买价:218.8|title:默多克詹姆士几维长相思白葡萄酒【直播专享】
sezhe:酒精度13.0%|crumb:选酒中心＞其他＞多米诺梅洛干红葡萄酒-6支装|price:369.0|title:多米诺梅洛干红葡萄酒-6支装
title:美景湾家族珍藏佳美娜赤霞珠红葡萄酒|price:138.0|sezhe:酒精度14.5%|crumb:选酒中心＞红葡萄酒＞干红＞美景湾家族珍藏佳美娜赤霞珠红葡萄酒
title:波尔多珍藏红葡萄酒（又名：珍藏波尔多法定产区红葡萄酒）（拉菲罗斯柴尔德集团荣誉出品）|price:89.0|sezhe:酒精度12.5%|crumb:选酒中心＞红葡萄酒＞干红＞波尔多珍藏红葡萄酒（又名：珍藏波尔多法定产区红葡萄酒）（拉菲罗斯柴尔德集团荣誉出品）
title:火地岛经典赤霞珠干红葡萄酒-6支装|price:219.0|sezhe:酒精度13.0%|crumb:选酒中心＞其他＞火地岛经典赤霞珠干红葡萄酒-6支装
title:普莱萨斯庄园干红葡萄酒|price:也买价:298.0|sezhe:酒精度13.0%|crumb:选酒中心＞红葡萄酒＞干红＞普莱萨斯庄园干红葡萄酒
title:驹伯长相思干白葡萄酒|price:66.0|sezhe:|crumb:选酒中心＞白葡萄酒＞干白＞驹伯长相思干白葡萄酒
title:洛加干红葡萄酒|price:69.0|sezhe:酒精度14%|crumb:选酒中心＞红葡萄酒＞干红＞洛加干红葡萄酒
title:意大利之花甜起泡酒2支装（甜+桃红）|price:118.0|sezhe:酒精度8.0%|crumb:选酒中心＞其他＞意大利之花甜起泡酒2支装（甜+桃红）
title:拉菲传奇波尔多干红葡萄酒(又名：传奇波尔多红葡萄酒)|price:69.0|sezhe:酒精度12-13.5%(不同年份不同批次，度数不同)|crumb:选酒中心＞红葡萄酒＞干红＞拉菲传奇波尔多干红葡萄酒(又名：传奇波尔多红葡萄酒)
title:火地岛经典赤霞珠干红葡萄酒|price:49.0|sezhe:酒精度13.0%|crumb:选酒中心＞红葡萄酒＞干红＞火地岛经典赤霞珠干红葡萄酒
title:修士庄园干红葡萄酒|price:88.0|sezhe:酒精度13.5%|crumb:选酒中心＞红葡萄酒＞干红＞修士庄园干红葡萄酒
title:欧娜干红葡萄酒（FSA)整箱12支加两支拉伸红酒杯|price:249.0|sezhe:酒精度12.0%|crumb:选酒中心＞其他＞欧娜干红葡萄酒（FSA)整箱12支加两支拉伸红酒杯
